keywords;acces;trash;kw_acces;kw_acces_tl;kw_acces_lots;kw_trash;kw_trash_tl;kw_trash_lots
бшпд;0;8;;бшпд+);0;"сист - 8; оборудован - 8; волс - 7; территор - 7; клиент - 7";бшпд+(сист/оборудован/волс/территор/клиент);8
погрузочн;0;8;;погрузочн+);0;"закупк - 8; техник - 8; предложен - 4";погрузочн+(закупк/техник/предложен);4
выполнени;0;8;;выполнени+);0;"выполнен - 113; работ - 110; предложен - 64; открыт - 54; сист - 40";выполнени+(выполнен/работ/предложен/открыт/сист);116
корпоративны;0;8;"165733-2 - 2; открыт - 1; предложен - 1; прав - 1; заключени - 1";корпоративны+(165733-2/открыт/предложен/прав/заключени);1;"предоставлен - 10; открыт - 9; прав - 9; сист - 9; клиент - 8";корпоративны+(предоставлен/открыт/прав/сист/клиент);10
2022-2024г.г;0;8;;2022-2024г.г+);0;"открыт - 7; предложен - 7; прав - 7; заключен - 7; связ - 7";2022-2024г.г+(открыт/предложен/прав/заключен/связ);8
инфраструктур;0;8;;инфраструктур+);0;"работ - 7; москв - 4; выполнен - 4; строительно-монтажн - 4; парк - 3";инфраструктур+(работ/москв/выполнен/строительно-монтажн/парк);8
охранно-пожарн;0;7;;охранно-пожарн+);0;"сист - 13; контр - 7; работ - 7; сигнализац - 7; мтс-банк - 6";охранно-пожарн+(сист/контр/работ/сигнализац/мтс-банк);7
оказани;0;7;;оказани+);0;"услуг - 57; оказан - 43; открыт - 17; предложен - 17; техническ - 11";оказани+(услуг/оказан/открыт/предложен/техническ);49
модернизац;0;7;;модернизац+);0;"модернизац - 49; предложен - 30; сист - 24; открыт - 22; адрес - 15";модернизац+(модернизац/предложен/сист/открыт/адрес);52
подключен;0;7;"поставк - 1; гарнитур - 1; bluetooth - 1; подключени - 1; ноутбук - 1";подключен+(поставк/гарнитур/bluetooth/подключени/ноутбук);1;"услуг - 14; устройств - 6; организац - 5; работ - 5; связ - 5";подключен+(услуг/устройств/организац/работ/связ);9
распределительн;0;7;;распределительн+);0;"сист - 8; торг - 6; выполнен - 6; открыт - 6; предложен - 6";распределительн+(сист/торг/выполнен/открыт/предложен);7
существующ;0;7;"оптическ - 6; ресурс - 6; предложен - 4; открыт - 3; волс - 3";существующ+(оптическ/ресурс/предложен/открыт/волс);3;"предложен - 7; адрес - 7; сист - 7; оборудован - 6; здан - 6";существующ+(предложен/адрес/сист/оборудован/здан);9
ввод;0;7;;ввод+);0;"сист - 6; эксплуатац - 6; адрес - 6; работ - 6; возд - 4";ввод+(сист/эксплуатац/адрес/работ/возд);6
период;0;7;;период+);0;"прав - 6; предложен - 6; открыт - 5; заключен - 5; договор - 5";период+(прав/предложен/открыт/заключен/договор);8
оценк;0;7;;оценк+);0;"открыт - 5; предложен - 5; сист - 3; услуг - 3; проведен - 3";оценк+(открыт/предложен/сист/услуг/проведен);7
электротехническ;0;6;;электротехническ+);0;"предложен - 6; автоматическ - 6; аугпт - 6; оборудован - 6; работ - 5";электротехническ+(предложен/автоматическ/аугпт/оборудован/работ);5
проектно-изыскательск;0;6;;проектно-изыскательск+);0;"работ - 6; выполнен - 5; строительно-монтажн - 4; москв - 4; торг - 3";проектно-изыскательск+(работ/выполнен/строительно-монтажн/москв/торг);6
линиях;0;6;;линиях+);0;"открыт - 5; оборудован - 5; волс - 5; бшпд - 5; предложен - 5";линиях+(открыт/оборудован/волс/бшпд/предложен);6
административно-техническ;0;6;;административно-техническ+);0;"работ - 7; предложен - 5; адрес - 5; офис - 5; открыт - 4";административно-техническ+(работ/предложен/адрес/офис/открыт);6
